title,,,,,,,,,,,,,,,,,publish_time
Delivery of IL-35 by Lactococcus lactis Ameliorates Collagen-Induced Arthritis in Mice,,,,,,,,,,,,,,,,,11/20/2018
Complete Genome Sequence of Avian Coronavirus Strain D274,,,,,,,,,,,,,,,,,8/30/2018
Complete Genome Sequences of Four Major Viruses Infecting Marine Shrimp in Egypt,,,,,,,,,,,,,,,,,9/6/2018
Detection of HIV cDNA Point Mutations with Rolling-Circle Amplification Arrays,,,,,,,,,,,,,,,,,1/27/2010
In Vitro and Ex Vivo Selection Procedures for Identifying Potentially Therapeutic DNA and RNA Molecules,,,,,,,,,,,,,,,,,6/28/2010
Retention strategies in longitudinal cohort studies: a systematic review and meta-analysis,,,,,,,,,,,,,,,,,11/26/2018
Chyloabdomen in a cat with pancreatic carcinoma,,,,,,,,,,,,,,,,,11/24/2018
"Detection of distinct MERS-Coronavirus strains in dromedary camels from Kenya, 2017",,,,,,,,,,,,,,,,,11/28/2018
Morbidity and Mortality Associated With Respiratory Virus Infections in Allogeneic Hematopoietic Cell Transplant: Too Little Defense or Harmful Immunity?,,,,,,,,,,,,,,,,,11/21/2018
Targeting of the Nasal Mucosa by Japanese Encephalitis Virus for Non-Vector-Borne Transmission,,,,,,,,,,,,,,,,,11/27/2018
Bioinformatics Resources and Tools for Phage Display,,,,,,,,,,,,,,,,,1/18/2011
Antioxidant and Anti-Inflammatory Activities of Essential Oils: A Short Review,,,,,,,,,,,,,,,,,12/15/2010
Small Interfering RNA Effectively Inhibits the Expression of SARS Coronavirus Membrane Gene at Two Novel Targeting Sites,,,,,,,,,,,,,,,,,10/18/2010
"Anti-Neoplastic Effects of Gallic Acid, a Major Component of Toona sinensis Leaf Extract, on Oral Squamous Carcinoma Cells",,,,,,,,,,,,,,,,,11/16/2010
Targeting Cell Entry of Enveloped Viruses as an Antiviral Strategy,,,,,,,,,,,,,,,,,12/30/2010
Comparative Anti-Infectious Bronchitis Virus (IBV) Activity of (-)-Pinene: Effect on Nucleocapsid (N) Protein,,,,,,,,,,,,,,,,,1/25/2011
Identification and Characterization of Three Novel Small Interference RNAs That Effectively Down-Regulate the Isolated Nucleocapsid Gene Expression of SARS Coronavirus,,,,,,,,,,,,,,,,,2/11/2011
The role of the hotel industry in the response to emerging epidemics: a case study of SARS in 2003 and H1N1 swine flu in 2009 in Hong Kong,,,,,,,,,,,,,,,,,11/27/2018
p53- and ROS-mediated AIF pathway involved in TGEV-induced apoptosis,,,,,,,,,,,,,,,,,9/25/2018
Detection of neutralizing antibody against porcine epidemic diarrhea virus in subclinically infected finishing pigs,,,,,,,,,,,,,,,,,10/2/2018
Commentary: Phyllostomid bat microbiome composition is associated to host phylogeny and feeding strategies,,,,,,,,,,,,,,,,,11/22/2018
The Hepatitis C Virus-Induced Membranous Web in Liver Tissue,,,,,,,,,,,,,,,,,11/1/2018
An Inverse Relationship between Hyperuricemia and Mortality in Patients Undergoing Continuous Ambulatory Peritoneal Dialysis,,,,,,,,,,,,,,,,,11/5/2018
Lack of LTβR Increases Susceptibility of IPEC-J2 Cells to Porcine Epidemic Diarrhea Virus,,,,,,,,,,,,,,,,,11/21/2018
Pharmacological and Biological Antiviral Therapeutics for Cardiac Coxsackievirus Infections,,,,,,,,,,,,,,,,,10/11/2011
Inhibitory Effect and Possible Mechanism of Action of Patchouli Alcohol against Influenza A (H2N2) Virus,,,,,,,,,,,,,,,,,8/3/2011
A global bibliometric analysis of Plesiomonas-related research (1990 – 2017),,,,,,,,,,,,,,,,,11/29/2018
Discovery of Potential M2 Channel Inhibitors Based on the Amantadine Scaffold via Virtual Screening and Pharmacophore Modeling,,,,,,,,,,,,,,,,,12/8/2011
Three New Cycloartenol Triterpenoid Saponins from the Roots of Cimicifuga simplex Wormsk,,,,,,,,,,,,,,,,,5/25/2011
Synthesis and Toxicity Evaluation of Some N(4)-Aryl Substituted 5-Trifluoromethoxyisatin-3-thiosemicarbazones,,,,,,,,,,,,,,,,,7/29/2011
"Benzylidene-bis-(4-Hydroxycoumarin) and Benzopyrano-Coumarin Derivatives: Synthesis, (1)H/(13)C-NMR Conformational and X-ray Crystal Structure Studies and In Vitro Antiviral Activity Evaluations",,,,,,,,,,,,,,,,,7/19/2011
Integrated Disease Surveillance and Response (IDSR) in Malawi: Implementation gaps and challenges for timely alert,,,,,,,,,,,,,,,,,11/29/2018
Structural and mechanistic basis for preferential deadenylation of U6 snRNA by Usb1,,,,,,,,,,,,,,,,,11/30/2018
Synergistic effect of ribavirin and vaccine for protection during early infection stage of foot-and-mouth disease,,,,,,,,,,,,,,,,,11/28/2018
Immunogenicity of Pigeon Circovirus Recombinant Capsid Protein in Pigeons,,,,,,,,,,,,,,,,,10/31/2018
Agent-Based Modeling for Super-Spreading Events: A Case Study of MERS-CoV Transmission Dynamics in the Republic of Korea,,,,,,,,,,,,,,,,,10/26/2018
"ISG15, a Small Molecule with Huge Implications: Regulation of Mitochondrial Homeostasis",,,,,,,,,,,,,,,,,11/13/2018
"Cystic Fibrosis Gene Therapy: Looking Back, Looking Forward",,,,,,,,,,,,,,,,,11/7/2018
The Natural Compound Homoharringtonine Presents Broad Antiviral Activity In Vitro and In Vivo,,,,,,,,,,,,,,,,,11/1/2018
"Human bocavirus, coronavirus, and polyomavirus detected among patients hospitalised with severe acute respiratory illness in South Africa, 2012 to 2013",,,,,,,,,,,,,,,,,7/18/2018
Pathobiological and Genomic Characterization of a Cold-Adapted Infectious Bronchitis Virus (BP-caKII),,,,,,,,,,,,,,,,,11/19/2018
Reverse Genetic Approaches for the Generation of Recombinant Zika Virus,,,,,,,,,,,,,,,,,10/31/2018
The In Ovo Delivery of CpG Oligonucleotides Protects against Infectious Bronchitis with the Recruitment of Immune Cells into the Respiratory Tract of Chickens,,,,,,,,,,,,,,,,,11/15/2018
Utilization of Chinese medicine for respiratory discomforts by patients with a medical history of tuberculosis in Taiwan,,,,,,,,,,,,,,,,,11/29/2018
2′-5′-Oligoadenylate synthetase 1 polymorphisms are associated with tuberculosis: a case-control study,,,,,,,,,,,,,,,,,11/29/2018
Extracorporeal membrane oxygenation with prone position ventilation successfully rescues infantile pertussis: a case report and literature review,,,,,,,,,,,,,,,,,11/30/2018
RNA Virus Fidelity Mutants: A Useful Tool for Evolutionary Biology or a Complex Challenge?,,,,,,,,,,,,,,,,,11/1/2018
Association of Candidate Genes with Response to Heat and Newcastle Disease Virus,,,,,,,,,,,,,,,,,11/19/2018
"Prevalence of dental caries and associated factors among primary school children: a population-based cross-sectional study in Riyadh, Saudi Arabia",,,,,,,,,,,,,,,,,11/30/2018
Patient factors that affect trust in physicians: a cross-sectional study,,,,,,,,,,,,,,,,,11/29/2018
Relationship between asymptomatic rotavirus infection and jaundice in neonates: a retrospective study,,,,,,,,,,,,,,,,,11/30/2018
Co-infection with feline retrovirus is related to changes in immunological parameters of cats with sporotrichosis,,,,,,,,,,,,,,,,,11/30/2018
Antimicrobial and Antioxidant Activities of Essential Oils of Satureja thymbra Growing Wild in Libya,,,,,,,,,,,,,,,,,4/26/2012
Fluorescence-Based Multiplex Protein Detection Using Optically Encoded Microbeads,,,,,,,,,,,,,,,,,3/1/2012
Enhancement of Gene Silencing Effect and Membrane Permeability by Peptide-Conjugated 27-Nucleotide Small Interfering RNA,,,,,,,,,,,,,,,,,9/14/2012
"Parallel Synthesis of Peptide-Like Macrocycles Containing Imidazole-4,5-dicarboxylic Acid",,,,,,,,,,,,,,,,,5/8/2012
ERS syllabus for postgraduate training in respiratory infections: a guide for comprehensive training,,,,,,,,,,,,,,,,,12/10/2018
Bioaerosol Sampling for Respiratory Viruses in Singapore’s Mass Rapid Transit Network,,,,,,,,,,,,,,,,,11/30/2018
"Antimalarial Activity of 4-Metoxychalcones: Docking Studies as Falcipain/Plasmepsin Inhibitors, ADMET and Lipophilic Efficiency Analysis to Identify a Putative Oral Lead Candidate",,,,,,,,,,,,,,,,,12/10/2013
In Vitro and in Vivo Studies of the Inhibitory Effects of Emodin Isolated from Polygonum cuspidatum on Coxsakievirus B(4),,,,,,,,,,,,,,,,,9/25/2013
A Facile Synthesis of Deaza-Analogues of the Bisindole Marine Alkaloid Topsentin,,,,,,,,,,,,,,,,,2/26/2013
In Vitro Evaluation of Novel Inhibitors against the NS2B-NS3 Protease of Dengue Fever Virus Type 4,,,,,,,,,,,,,,,,,12/13/2013
"Anti-Inflammatory and Anti-Allergic Activities of Pentaherb Formula, Moutan Cortex (Danpi) and Gallic Acid",,,,,,,,,,,,,,,,,2/25/2013
Schiff Bases: A Short Survey on an Evergreen Chemistry Tool,,,,,,,,,,,,,,,,,10/8/2013
Current and Potential Applications of Bismuth-Based Drugs,,,,,,,,,,,,,,,,,9/23/2014
Investigation of an experimental infection model of equine coronavirus in adult horses,,,,,,,,,,,,,,,,,10/24/2018
"Hinokinin, an Emerging Bioactive Lignan",,,,,,,,,,,,,,,,,9/17/2014
Two Methods for Increased Specificity and Sensitivity in Loop-Mediated Isothermal Amplification,,,,,,,,,,,,,,,,,4/7/2015
Emerging Structural Insights into Glycoprotein Quality Control Coupled with N-Glycan Processing in the Endoplasmic Reticulum,,,,,,,,,,,,,,,,,1/30/2015
Current Understanding of Molecular Pathology and Treatment of Cardiomyopathy in Duchenne Muscular Dystrophy,,,,,,,,,,,,,,,,,5/15/2015
Discovery of Metal Ions Chelator Quercetin Derivatives with Potent Anti-HCV Activities,,,,,,,,,,,,,,,,,4/16/2015
Lectins with Anti-HIV Activity: A Review,,,,,,,,,,,,,,,,,1/6/2015
QSAR-Assisted Virtual Screening of Lead-Like Molecules from Marine and Microbial Natural Sources for Antitumor and Antibiotic Drug Discovery,,,,,,,,,,,,,,,,,3/17/2015
"Synthesis, Characterization, Crystal Structure and Antimicrobial Activity of Copper(II) Complexes with the Schiff Base Derived from 2-Hydroxy-4-Methoxybenzaldehyde",,,,,,,,,,,,,,,,,4/2/2015
The Roles of Direct Recognition by Animal Lectins in Antiviral Immunity and Viral Pathogenesis,,,,,,,,,,,,,,,,,1/29/2015
Human Lectins and Their Roles in Viral Infections,,,,,,,,,,,,,,,,,1/29/2015
Delivery of RNAi Therapeutics to the Airways—From Bench to Bedside,,,,,,,,,,,,,,,,,9/20/2016
Asteltoxins with Antiviral Activities from the Marine Sponge-Derived Fungus Aspergillus sp. SCSIO XWS02F40,,,,,,,,,,,,,,,,,12/26/2015
Saponins from Chinese Medicines as Anticancer Agents,,,,,,,,,,,,,,,,,10/5/2016
"New Isoxazolidine-Conjugates of Quinazolinones—Synthesis, Antiviral and Cytostatic Activity",,,,,,,,,,,,,,,,,7/22/2016
"Advanced Nanobiomaterials: Vaccines, Diagnosis and Treatment of Infectious Diseases",,,,,,,,,,,,,,,,,7/1/2016
18α-Glycyrrhetinic Acid Induces Apoptosis of HL-60 Human Leukemia Cells through Caspases- and Mitochondria-Dependent Signaling Pathways,,,,,,,,,,,,,,,,,7/1/2016
"Synthesis and the Biological Activity of Phosphonylated 1,2,3-Triazolenaphthalimide Conjugates",,,,,,,,,,,,,,,,,10/26/2016
Anti-Inflammatory Effect of Quercetin on RAW 264.7 Mouse Macrophages Induced with Polyinosinic-Polycytidylic Acid,,,,,,,,,,,,,,,,,4/4/2016
New Potential Pharmacological Functions of Chinese Herbal Medicines via Regulation of Autophagy,,,,,,,,,,,,,,,,,3/17/2016
iPPBS-Opt: A Sequence-Based Ensemble Classifier for Identifying Protein-Protein Binding Sites by Optimizing Imbalanced Training Datasets,,,,,,,,,,,,,,,,,1/19/2016
Synthesis and Anticancer Activities of Glycyrrhetinic Acid Derivatives,,,,,,,,,,,,,,,,,2/6/2016
"Knowledge, attitudes, and practices of emergency department staff towards disaster and emergency preparedness at tertiary health care hospital in central Saudi Arabia",,,,,,,,,,,,,,,,,2018
Theranostics Aspects of Various Nanoparticles in Veterinary Medicine,,,,,,,,,,,,,,,,,10/24/2018
DNA Vaccines—How Far From Clinical Use?,,,,,,,,,,,,,,,,,11/15/2018
MicroRNA-221-5p Inhibits Porcine Epidemic Diarrhea Virus Replication by Targeting Genomic Viral RNA and Activating the NF-κB Pathway,,,,,,,,,,,,,,,,,10/29/2018
Ubiquitin–Proteasome System Is Required for Efficient Replication of Singapore Grouper Iridovirus,,,,,,,,,,,,,,,,,11/26/2018
"Spectrum of bactericidal action of amylmetacresol/2,4-dichlorobenzyl alcohol lozenges against oropharyngeal organisms implicated in pharyngitis",,,,,,,,,,,,,,,,,11/28/2018
Artificial MicroRNA-Mediated Inhibition of Japanese Encephalitis Virus Replication in Neuronal Cells,,,,,,,,,,,,,,,,,12/1/2018
"Prevalence of Common Respiratory Viral Infections and Identification of Adenovirus in Hospitalized Adults in Harbin, China 2014 to 2017",,,,,,,,,,,,,,,,,11/27/2018
Glycogen Synthase Kinase 3β Enhances Hepatitis C Virus Replication by Supporting miR-122,,,,,,,,,,,,,,,,,11/27/2018
"Genomic Analyses of Human European Diversity at the Southwestern Edge: Isolation, African Influence and Disease Associations in the Canary Islands",,,,,,,,,,,,,,,,,10/5/2018
Human antibody reaction against recombinant salivary proteins of Phlebotomus orientalis in Eastern Africa,,,,,,,,,,,,,,,,,12/4/2018
Exploring motivations behind pollution-mask use in a sample of young adults in urban China,,,,,,,,,,,,,,,,,12/4/2018
CHAC1 Is Differentially Expressed in Normal and Cystic Fibrosis Bronchial Epithelial Cells and Regulates the Inflammatory Response Induced by Pseudomonas aeruginosa,,,,,,,,,,,,,,,,,11/29/2018
High-yield production of human Dicer by transfection of human HEK293-EBNA1 cells grown in suspension,,,,,,,,,,,,,,,,,12/6/2018
"The Effect of School Closure on Hand, Foot, and Mouth Disease Transmission in Singapore: A Modeling Approach",,,,,,,,,,,,,,,,,10/22/2018
Systems vaccinology and big data in the vaccine development chain,,,,,,,,,,,,,,,,,11/13/2018
"Complete Genome Sequence of a Novel Swine Acute Diarrhea Syndrome Coronavirus, CH/FJWT/2018, Isolated in Fujian, China, in 2018",,,,,,,,,,,,,,,,,12/6/2018
Phospholipase A(2) in skin biology: new insights from gene-manipulated mice and lipidomics,,,,,,,,,,,,,,,,,12/7/2018
Overproduction of IL-6 and Type-I IFN in a Lethal Case of Chikungunya Virus Infection in an Elderly Man During the 2017 Italian Outbreak,,,,,,,,,,,,,,,,,10/25/2018
Novel broad spectrum virucidal molecules against enveloped viruses,,,,,,,,,,,,,,,,,12/7/2018
Small-area spatial statistical analysis of malaria clusters and hotspots in Cameroon;2000–2015,,,,,,,,,,,,,,,,,12/7/2018
"Case-control study of the epidemiological and clinical features of human adenovirus 55 and human adenovirus 7 infection in children with acute lower respiratory tract infections in Beijing, China, 2008–2013",,,,,,,,,,,,,,,,,12/7/2018
Conservation implications of primate trade in China over 18 years based on web news reports of confiscations,,,,,,,,,,,,,,,,,12/6/2018
Replication of MERS and SARS coronaviruses in bat cells offers insights to their ancestral origins,,,,,,,,,,,,,,,,,12/10/2018
A Method for RNA Structure Prediction Shows Evidence for Structure in lncRNAs,,,,,,,,,,,,,,,,,12/3/2018
Lipid Transporter Activity-Related Genetic Polymorphisms Are Associated With Steroid-Induced Osteonecrosis of the Femoral Head: An Updated Meta-Analysis Based on the GRADE Guidelines,,,,,,,,,,,,,,,,,12/3/2018
Xanthine-based acyclic nucleoside phosphonates with potent antiviral activity against varicella-zoster virus and human cytomegalovirus,,,,,,,,,,,,,,,,,11/29/2018
The Multiples Fates of the Flavivirus RNA Genome During Pathogenesis,,,,,,,,,,,,,,,,,12/4/2018
γδ T Cells Provide Protective Function in Highly Pathogenic Avian H5N1 Influenza A Virus Infection,,,,,,,,,,,,,,,,,12/4/2018
Comparative features of infections of two Massachusetts (Mass) infectious bronchitis virus (IBV) variants isolated from Western Canadian layer flocks,,,,,,,,,,,,,,,,,12/10/2018
Rotavirus VP3 targets MAVS for degradation to inhibit type III interferon expression in intestinal epithelial cells,,,,,,,,,,,,,,,,,11/21/2018
Viral-Induced Enhanced Disease Illness,,,,,,,,,,,,,,,,,12/5/2018
A Functionally Different Immune Phenotype in Cattle Is Associated With Higher Mastitis Incidence,,,,,,,,,,,,,,,,,12/6/2018
Combined use of ELISA and Western blot with recombinant N protein is a powerful tool for the immunodiagnosis of avian infectious bronchitis,,,,,,,,,,,,,,,,,12/12/2018
Contributions of Farm Animals to Immunology,,,,,,,,,,,,,,,,,12/6/2018
Plant-derived chimeric antibodies inhibit the invasion of human fibroblasts by Toxoplasma gondii,,,,,,,,,,,,,,,,,12/11/2018
Site specific target binding controls RNA cleavage efficiency by the Kaposi's sarcoma-associated herpesvirus endonuclease SOX,,,,,,,,,,,,,,,,,12/14/2018
Development and evaluation of a broadly reactive reverse transcription recombinase polymerase amplification assay for rapid detection of murine norovirus,,,,,,,,,,,,,,,,,12/14/2018
A retrospective study of factors associated with treatment decision for nontuberculous mycobacterial lung disease in adults without altered systemic immunity,,,,,,,,,,,,,,,,,12/14/2018
Identification and characterization of Coronaviridae genomes from Vietnamese bats and rats based on conserved protein domains,,,,,,,,,,,,,,,,,12/15/2018
